
Top 7000 Scenarios (Highest Returns):
Rank  K      BuyDTE  Initial S    Final S  Price Buy  Price Sell    Moneyness    Und. Return  Opt. Return
6201  565       90d  556.22  561.78   21.13   22.39          OTM          1.00%        6.00%
6202  555       50d  556.22  561.78   19.04   20.19          ATM          1.00%        6.00%
6203  565      100d  556.22  561.78   22.62   23.99          OTM          1.00%        6.05%
6204  560       70d  556.22  561.78   20.22   21.44          ATM          1.00%        6.05%
6205  505      100d  556.22  561.78   61.25   64.97          ITM          1.00%        6.06%
6206  475       30d  556.22  561.78   82.71   87.76          ITM          1.00%        6.10%
6207  500       90d  556.22  561.78   64.32   68.26          ITM          1.00%        6.12%
6208  480       50d  556.22  561.78   79.02   83.86          ITM          1.00%        6.12%
6209  495       80d  556.22  561.78   67.63   71.80          ITM          1.00%        6.17%
6210  475       20d  556.22  561.78   82.20   87.27          ITM          1.00%        6.17%
6211  560       80d  556.22  561.78   21.88   23.24          ATM          1.00%        6.17%
6212  510      100d  556.22  561.78   57.24   60.77          ITM          1.00%        6.17%
6213  485       60d  556.22  561.78   74.98   79.62          ITM          1.00%        6.18%
6214  490       70d  556.22  561.78   71.18   75.59          ITM          1.00%        6.19%
6215  560      100d  556.22  561.78   24.97   26.52          ATM          1.00%        6.20%
6216  560       90d  556.22  561.78   23.46   24.92          ATM          1.00%        6.21%
6217  505       90d  556.22  561.78   60.13   63.89          ITM          1.00%        6.25%
6218  640       50d  556.22  567.34    0.71    0.75          OTM          2.00%        6.27%
6219  515      100d  556.22  561.78   53.34   56.69          ITM          1.00%        6.27%
6220  555       60d  556.22  561.78   20.95   22.26          ATM          1.00%        6.28%
6221  480       40d  556.22  561.78   78.35   83.29          ITM          1.00%        6.30%
6222  555      100d  556.22  561.78   27.49   29.22          ATM          1.00%        6.31%
6223  500       80d  556.22  561.78   63.26   67.26          ITM          1.00%        6.33%
6224  520      100d  556.22  561.78   49.58   52.73          ITM          1.00%        6.35%
6225  555       90d  556.22  561.78   25.97   27.63          ATM          1.00%        6.37%
6226  510       90d  556.22  561.78   56.05   59.62          ITM          1.00%        6.37%
6227  495       70d  556.22  561.78   66.64   70.89          ITM          1.00%        6.39%
6228  555       70d  556.22  561.78   22.72   24.17          ATM          1.00%        6.39%
6229  550       40d  556.22  561.78   19.70   20.96          ITM          1.00%        6.39%
6230  550      100d  556.22  561.78   30.16   32.09          ITM          1.00%        6.39%
6231  485       50d  556.22  561.78   74.20   78.94          ITM          1.00%        6.40%
6232  555       80d  556.22  561.78   24.39   25.95          ATM          1.00%        6.40%
6233  525      100d  556.22  561.78   45.96   48.91          ITM          1.00%        6.42%
6234  490       60d  556.22  561.78   70.28   74.79          ITM          1.00%        6.42%
6235  545      100d  556.22  561.78   33.00   35.13          ITM          1.00%        6.45%
6236  480       30d  556.22  561.78   77.75   82.77          ITM          1.00%        6.45%
6237  530      100d  556.22  561.78   42.49   45.24          ITM          1.00%        6.46%
6238  505       80d  556.22  561.78   58.99   62.81          ITM          1.00%        6.48%
6239  515       90d  556.22  561.78   52.10   55.47          ITM          1.00%        6.48%
6240  540      100d  556.22  561.78   36.01   38.34          ITM          1.00%        6.48%
6241  535      100d  556.22  561.78   39.17   41.71          ITM          1.00%        6.48%
6242  550       90d  556.22  561.78   28.66   30.52          ITM          1.00%        6.50%
6243  480       20d  556.22  561.78   77.21   82.27          ITM          1.00%        6.56%
6244  520       90d  556.22  561.78   48.28   51.45          ITM          1.00%        6.56%
6245  500       70d  556.22  561.78   62.19   66.27          ITM          1.00%        6.57%
6246  545       90d  556.22  561.78   31.51   33.59          ITM          1.00%        6.58%
6247  550       80d  556.22  561.78   27.08   28.86          ITM          1.00%        6.59%
6248  510       80d  556.22  561.78   54.84   58.46          ITM          1.00%        6.61%
6249  525       90d  556.22  561.78   44.61   47.56          ITM          1.00%        6.62%
6250  485       40d  556.22  561.78   73.47   78.33          ITM          1.00%        6.62%
6251  550       50d  556.22  561.78   21.76   23.21          ITM          1.00%        6.63%
6252  540       90d  556.22  561.78   34.54   36.83          ITM          1.00%        6.64%
6253  495       60d  556.22  561.78   65.66   70.02          ITM          1.00%        6.64%
6254  530       90d  556.22  561.78   41.09   43.83          ITM          1.00%        6.65%
6255  550       70d  556.22  561.78   25.42   27.11          ITM          1.00%        6.66%
6256  535       90d  556.22  561.78   37.73   40.25          ITM          1.00%        6.66%
6257  490       50d  556.22  561.78   69.42   74.05          ITM          1.00%        6.67%
6258  400      100d  556.22  567.34  160.21  170.92          ITM          2.00%        6.68%
6259  550       60d  556.22  561.78   23.65   25.24          ITM          1.00%        6.69%
6260  400       90d  556.22  567.34  159.81  170.52          ITM          2.00%        6.70%
6261  515       80d  556.22  561.78   50.82   54.23          ITM          1.00%        6.71%
6262  400       80d  556.22  567.34  159.41  170.12          ITM          2.00%        6.72%
6263  545       80d  556.22  561.78   29.95   31.96          ITM          1.00%        6.72%
6264  505       70d  556.22  561.78   57.84   61.74          ITM          1.00%        6.73%
6265  400       70d  556.22  567.34  159.01  169.73          ITM          2.00%        6.74%
6266  400       60d  556.22  567.34  158.61  169.33          ITM          2.00%        6.76%
6267  400       50d  556.22  567.34  158.21  168.94          ITM          2.00%        6.78%
6268  400       40d  556.22  567.34  157.82  168.54          ITM          2.00%        6.79%
6269  520       80d  556.22  561.78   46.94   50.13          ITM          1.00%        6.80%
6270  400       30d  556.22  567.34  157.42  168.14          ITM          2.00%        6.81%
6271  540       80d  556.22  561.78   33.00   35.25          ITM          1.00%        6.82%
6272  400       20d  556.22  567.34  157.02  167.74          ITM          2.00%        6.83%
6273  485       30d  556.22  561.78   72.81   77.79          ITM          1.00%        6.84%
6274  500       60d  556.22  561.78   61.12   65.31          ITM          1.00%        6.85%
6275  525       80d  556.22  561.78   43.21   46.17          ITM          1.00%        6.85%
6276  545       70d  556.22  561.78   28.31   30.25          ITM          1.00%        6.87%
6277  535       80d  556.22  561.78   36.24   38.72          ITM          1.00%        6.87%
6278  530       80d  556.22  561.78   39.64   42.37          ITM          1.00%        6.88%
6279  510       70d  556.22  561.78   53.61   57.30          ITM          1.00%        6.88%
6280  405      100d  556.22  567.34  155.27  165.97          ITM          2.00%        6.89%
6281  405       90d  556.22  567.34  154.86  165.57          ITM          2.00%        6.91%
6282  405       80d  556.22  567.34  154.46  165.17          ITM          2.00%        6.93%
6283  495       50d  556.22  561.78   64.71   69.21          ITM          1.00%        6.94%
6284  405       70d  556.22  567.34  154.05  164.76          ITM          2.00%        6.95%
6285  490       40d  556.22  561.78   68.62   73.39          ITM          1.00%        6.95%
6286  405       60d  556.22  567.34  153.65  164.36          ITM          2.00%        6.97%
6287  485       20d  556.22  561.78   72.23   77.28          ITM          1.00%        6.99%
6288  405       50d  556.22  567.34  153.24  163.96          ITM          2.00%        6.99%
6289  515       70d  556.22  561.78   49.52   52.98          ITM          1.00%        7.00%
6290  545       60d  556.22  561.78   26.57   28.43          ITM          1.00%        7.00%
6291  405       40d  556.22  567.34  152.84  163.56          ITM          2.00%        7.01%
6292  540       70d  556.22  561.78   31.40   33.60          ITM          1.00%        7.01%
6293  405       30d  556.22  567.34  152.44  163.15          ITM          2.00%        7.03%
6294  505       60d  556.22  561.78   56.69   60.68          ITM          1.00%        7.05%
6295  405       20d  556.22  567.34  152.03  162.75          ITM          2.00%        7.05%
6296  520       70d  556.22  561.78   45.56   48.79          ITM          1.00%        7.08%
6297  535       70d  556.22  561.78   34.67   37.13          ITM          1.00%        7.10%
6298  545       20d  556.22  561.78   17.92   19.19          ITM          1.00%        7.10%
6299  410      100d  556.22  567.34  150.34  161.02          ITM          2.00%        7.11%
6300  545       50d  556.22  561.78   24.71   26.47          ITM          1.00%        7.12%
6301  525       70d  556.22  561.78   41.76   44.74          ITM          1.00%        7.13%
6302  410       90d  556.22  567.34  149.92  160.61          ITM          2.00%        7.13%
6303  530       70d  556.22  561.78   38.13   40.85          ITM          1.00%        7.14%
6304  410       80d  556.22  567.34  149.50  160.21          ITM          2.00%        7.16%
6305  410       70d  556.22  567.34  149.09  159.80          ITM          2.00%        7.18%
6306  545       30d  556.22  561.78   20.47   21.94          ITM          1.00%        7.19%
6307  500       50d  556.22  561.78   60.08   64.41          ITM          1.00%        7.20%
6308  545       40d  556.22  561.78   22.70   24.33          ITM          1.00%        7.20%
6309  410       60d  556.22  567.34  148.68  159.39          ITM          2.00%        7.20%
6310  510       60d  556.22  561.78   52.37   56.15          ITM          1.00%        7.21%
6311  410       50d  556.22  567.34  148.27  158.98          ITM          2.00%        7.22%
6312  540       60d  556.22  561.78   29.70   31.85          ITM          1.00%        7.23%
6313  410       40d  556.22  567.34  147.86  158.57          ITM          2.00%        7.24%
6314  490       30d  556.22  561.78   67.89   72.80          ITM          1.00%        7.24%
6315  410       30d  556.22  567.34  147.45  158.16          ITM          2.00%        7.26%
6316  410       20d  556.22  567.34  147.04  157.75          ITM          2.00%        7.28%
6317  495       40d  556.22  561.78   63.82   68.47          ITM          1.00%        7.29%
6318  660       60d  556.22  567.34    0.47    0.51          OTM          2.00%        7.30%
6319  415      100d  556.22  567.34  145.41  156.08          ITM          2.00%        7.34%
6320  515       60d  556.22  561.78   48.18   51.72          ITM          1.00%        7.34%
6321  415       90d  556.22  567.34  144.98  155.66          ITM          2.00%        7.37%
6322  535       60d  556.22  561.78   33.03   35.46          ITM          1.00%        7.38%
6323  415       80d  556.22  567.34  144.56  155.25          ITM          2.00%        7.40%
6324  415       70d  556.22  567.34  144.14  154.83          ITM          2.00%        7.42%
6325  505       50d  556.22  561.78   55.55   59.67          ITM          1.00%        7.43%
6326  520       60d  556.22  561.78   44.14   47.42          ITM          1.00%        7.44%
6327  415       60d  556.22  567.34  143.72  154.42          ITM          2.00%        7.45%
6328  530       60d  556.22  561.78   36.55   39.28          ITM          1.00%        7.46%
6329  415       50d  556.22  567.34  143.30  154.01          ITM          2.00%        7.47%
6330  490       20d  556.22  561.78   67.26   72.29          ITM          1.00%        7.47%
6331  525       60d  556.22  561.78   40.26   43.27          ITM          1.00%        7.48%
6332  540       50d  556.22  561.78   27.89   29.98          ITM          1.00%        7.49%
6333  415       40d  556.22  567.34  142.89  153.59          ITM          2.00%        7.49%
6334  415       30d  556.22  567.34  142.47  153.18          ITM          2.00%        7.51%
6335  415       20d  556.22  567.34  142.05  152.76          ITM          2.00%        7.54%
6336  420      100d  556.22  567.34  140.48  151.14          ITM          2.00%        7.58%
6337  500       40d  556.22  561.78   59.08   63.58          ITM          1.00%        7.61%
6338  420       90d  556.22  567.34  140.04  150.71          ITM          2.00%        7.62%
6339  510       50d  556.22  561.78   51.12   55.02          ITM          1.00%        7.63%
6340  420       80d  556.22  567.34  139.61  150.29          ITM          2.00%        7.65%
6341  495       30d  556.22  561.78   63.00   67.83          ITM          1.00%        7.67%
6342  420       70d  556.22  567.34  139.18  149.87          ITM          2.00%        7.68%
6343  420       60d  556.22  567.34  138.75  149.45          ITM          2.00%        7.71%
6344  420       50d  556.22  567.34  138.33  149.03          ITM          2.00%        7.73%
6345  535       50d  556.22  561.78   31.29   33.71          ITM          1.00%        7.73%
6346  420       40d  556.22  567.34  137.91  148.61          ITM          2.00%        7.76%
6347  420       30d  556.22  567.34  137.49  148.19          ITM          2.00%        7.78%
6348  515       50d  556.22  561.78   46.83   50.47          ITM          1.00%        7.79%
6349  540       40d  556.22  561.78   25.94   27.97          ITM          1.00%        7.80%
6350  420       20d  556.22  567.34  137.07  147.77          ITM          2.00%        7.81%
6351  425      100d  556.22  567.34  135.57  146.20          ITM          2.00%        7.84%
6352  530       50d  556.22  561.78   34.89   37.64          ITM          1.00%        7.87%
6353  425       90d  556.22  567.34  135.11  145.76          ITM          2.00%        7.88%
6354  520       50d  556.22  561.78   42.68   46.05          ITM          1.00%        7.89%
6355  505       40d  556.22  561.78   54.43   58.74          ITM          1.00%        7.91%
6356  525       50d  556.22  561.78   38.70   41.76          ITM          1.00%        7.92%
6357  425       80d  556.22  567.34  134.67  145.33          ITM          2.00%        7.92%
6358  425       70d  556.22  567.34  134.23  144.90          ITM          2.00%        7.96%
6359  425       60d  556.22  567.34  133.79  144.48          ITM          2.00%        7.99%
6360  495       20d  556.22  561.78   62.30   67.29          ITM          1.00%        8.01%
6361  425       50d  556.22  567.34  133.36  144.05          ITM          2.00%        8.02%
6362  425       40d  556.22  567.34  132.93  143.63          ITM          2.00%        8.04%
6363  425       30d  556.22  567.34  132.51  143.20          ITM          2.00%        8.07%
6364  425       20d  556.22  567.34  132.08  142.77          ITM          2.00%        8.10%
6365  500       30d  556.22  561.78   58.16   62.87          ITM          1.00%        8.10%
6366  430      100d  556.22  567.34  130.66  141.27          ITM          2.00%        8.12%
6367  430       90d  556.22  567.34  130.19  140.82          ITM          2.00%        8.17%
6368  510       40d  556.22  561.78   49.89   53.96          ITM          1.00%        8.18%
6369  535       40d  556.22  561.78   29.43   31.85          ITM          1.00%        8.21%
6370  430       80d  556.22  567.34  129.73  140.38          ITM          2.00%        8.21%
6371  430       70d  556.22  567.34  129.27  139.94          ITM          2.00%        8.25%
6372  540       30d  556.22  561.78   23.81   25.78          ITM          1.00%        8.26%
6373  430       60d  556.22  567.34  128.83  139.51          ITM          2.00%        8.29%
6374  430       50d  556.22  567.34  128.39  139.08          ITM          2.00%        8.32%
6375  430       40d  556.22  567.34  127.96  138.64          ITM          2.00%        8.35%
6376  430       30d  556.22  567.34  127.52  138.21          ITM          2.00%        8.38%
6377  515       40d  556.22  561.78   45.46   49.27          ITM          1.00%        8.38%
6378  435      100d  556.22  567.34  125.76  136.34          ITM          2.00%        8.41%
6379  430       20d  556.22  567.34  127.09  137.78          ITM          2.00%        8.41%
6380  530       40d  556.22  561.78   33.15   35.95          ITM          1.00%        8.45%
6381  615       40d  556.22  567.34    1.44    1.57          OTM          2.00%        8.46%
6382  435       90d  556.22  567.34  125.27  135.88          ITM          2.00%        8.47%
6383  520       40d  556.22  561.78   41.18   44.69          ITM          1.00%        8.51%
6384  435       80d  556.22  567.34  124.79  135.42          ITM          2.00%        8.52%
6385  505       30d  556.22  561.78   53.38   57.94          ITM          1.00%        8.53%
6386  525       40d  556.22  561.78   37.07   40.23          ITM          1.00%        8.54%
6387  435       70d  556.22  567.34  124.33  134.98          ITM          2.00%        8.57%
6388  500       20d  556.22  561.78   57.36   62.30          ITM          1.00%        8.61%
6389  435       60d  556.22  567.34  123.87  134.54          ITM          2.00%        8.61%
6390  435       50d  556.22  567.34  123.42  134.10          ITM          2.00%        8.65%
6391  595       30d  556.22  567.34    2.41    2.62          OTM          2.00%        8.67%
6392  435       40d  556.22  567.34  122.98  133.66          ITM          2.00%        8.68%
6393  440      100d  556.22  567.34  120.88  131.41          ITM          2.00%        8.72%
6394  435       30d  556.22  567.34  122.54  133.22          ITM          2.00%        8.72%
6395  435       20d  556.22  567.34  122.10  132.78          ITM          2.00%        8.75%
6396  635       50d  556.22  567.34    0.91    0.99          OTM          2.00%        8.75%
6397  440       90d  556.22  567.34  120.37  130.94          ITM          2.00%        8.78%
6398  440       80d  556.22  567.34  119.87  130.47          ITM          2.00%        8.85%
6399  440       70d  556.22  567.34  119.39  130.02          ITM          2.00%        8.91%
6400  510       30d  556.22  561.78   48.69   53.03          ITM          1.00%        8.92%
6401  440       60d  556.22  567.34  118.91  129.57          ITM          2.00%        8.96%
6402  535       30d  556.22  561.78   27.43   29.89          ITM          1.00%        8.97%
6403  440       50d  556.22  567.34  118.46  129.12          ITM          2.00%        9.00%
6404  445      100d  556.22  567.34  116.01  126.50          ITM          2.00%        9.04%
6405  440       40d  556.22  567.34  118.00  128.68          ITM          2.00%        9.05%
6406  440       30d  556.22  567.34  117.56  128.23          ITM          2.00%        9.08%
6407  440       20d  556.22  567.34  117.11  127.79          ITM          2.00%        9.12%
6408  445       90d  556.22  567.34  115.48  126.01          ITM          2.00%        9.12%
6409  445       80d  556.22  567.34  114.96  125.53          ITM          2.00%        9.20%
6410  655       60d  556.22  567.34    0.59    0.65          OTM          2.00%        9.21%
6411  515       30d  556.22  561.78   44.11   48.18          ITM          1.00%        9.24%
6412  505       20d  556.22  561.78   52.46   57.31          ITM          1.00%        9.24%
6413  445       70d  556.22  567.34  114.45  125.06          ITM          2.00%        9.27%
6414  445       60d  556.22  567.34  113.96  124.60          ITM          2.00%        9.33%
6415  540       20d  556.22  561.78   21.43   23.43          ITM          1.00%        9.34%
6416  530       30d  556.22  561.78   31.29   34.23          ITM          1.00%        9.37%
6417  450      100d  556.22  567.34  111.17  121.60          ITM          2.00%        9.38%
6418  445       50d  556.22  567.34  113.49  124.15          ITM          2.00%        9.39%
6419  445       40d  556.22  567.34  113.03  123.70          ITM          2.00%        9.44%
6420  520       30d  556.22  561.78   39.66   43.41          ITM          1.00%        9.45%
6421  450       90d  556.22  567.34  110.60  121.09          ITM          2.00%        9.48%
6422  445       30d  556.22  567.34  112.58  123.25          ITM          2.00%        9.48%
6423  525       30d  556.22  561.78   35.38   38.75          ITM          1.00%        9.51%
6424  445       20d  556.22  567.34  112.12  122.80          ITM          2.00%        9.52%
6425  450       80d  556.22  567.34  110.06  120.59          ITM          2.00%        9.57%
6426  450       70d  556.22  567.34  109.53  120.10          ITM          2.00%        9.65%
6427  675       70d  556.22  567.34    0.40    0.44          OTM          2.00%        9.73%
6428  450       60d  556.22  567.34  109.02  119.63          ITM          2.00%        9.73%
6429  455      100d  556.22  567.34  106.35  116.71          ITM          2.00%        9.74%
6430  450       50d  556.22  567.34  108.53  119.17          ITM          2.00%        9.80%
6431  455       90d  556.22  567.34  105.76  116.18          ITM          2.00%        9.85%
6432  450       40d  556.22  567.34  108.06  118.71          ITM          2.00%        9.86%
6433  510       20d  556.22  561.78   47.61   52.32          ITM          1.00%        9.89%
6434  450       30d  556.22  567.34  107.59  118.26          ITM          2.00%        9.91%
6435  450       20d  556.22  567.34  107.14  117.80          ITM          2.00%        9.96%
6436  455       80d  556.22  567.34  105.18  115.66          ITM          2.00%        9.96%
6437  455       70d  556.22  567.34  104.62  115.16          ITM          2.00%       10.07%
6438  460      100d  556.22  567.34  101.57  111.85          ITM          2.00%       10.12%
6439  400      100d  556.22  572.91  160.21  176.47          ITM          3.00%       10.15%
6440  455       60d  556.22  567.34  104.09  114.67          ITM          2.00%       10.17%
6441  400       90d  556.22  572.91  159.81  176.08          ITM          3.00%       10.18%
6442  400       80d  556.22  572.91  159.41  175.68          ITM          3.00%       10.21%
6443  400       70d  556.22  572.91  159.01  175.29          ITM          3.00%       10.24%
6444  460       90d  556.22  567.34  100.94  111.28          ITM          2.00%       10.25%
6445  455       50d  556.22  567.34  103.58  114.20          ITM          2.00%       10.25%
6446  400       60d  556.22  572.91  158.61  174.89          ITM          3.00%       10.26%
6447  400       50d  556.22  572.91  158.21  174.50          ITM          3.00%       10.29%
6448  400       40d  556.22  572.91  157.82  174.10          ITM          3.00%       10.32%
6449  455       40d  556.22  567.34  103.09  113.73          ITM          2.00%       10.33%
6450  400       30d  556.22  572.91  157.42  173.70          ITM          3.00%       10.34%
6451  400       20d  556.22  572.91  157.02  173.30          ITM          3.00%       10.37%
6452  460       80d  556.22  567.34  100.32  110.74          ITM          2.00%       10.38%
6453  455       30d  556.22  567.34  102.61  113.27          ITM          2.00%       10.39%
6454  455       20d  556.22  567.34  102.15  112.81          ITM          2.00%       10.44%
6455  405      100d  556.22  572.91  155.27  171.52          ITM          3.00%       10.47%
6456  405       90d  556.22  572.91  154.86  171.12          ITM          3.00%       10.50%
6457  465      100d  556.22  567.34   96.83  107.00          ITM          2.00%       10.51%
6458  460       70d  556.22  567.34   99.73  110.21          ITM          2.00%       10.51%
6459  515       20d  556.22  561.78   42.84   47.34          ITM          1.00%       10.51%
6460  405       80d  556.22  572.91  154.46  170.72          ITM          3.00%       10.53%
6461  405       70d  556.22  572.91  154.05  170.32          ITM          3.00%       10.56%
6462  405       60d  556.22  572.91  153.65  169.92          ITM          3.00%       10.59%
6463  405       50d  556.22  572.91  153.24  169.52          ITM          3.00%       10.62%
6464  460       60d  556.22  567.34   99.17  109.71          ITM          2.00%       10.63%
6465  405       40d  556.22  572.91  152.84  169.12          ITM          3.00%       10.65%
6466  465       90d  556.22  567.34   96.15  106.41          ITM          2.00%       10.66%
6467  535       20d  556.22  561.78   25.25   27.94          ITM          1.00%       10.67%
6468  405       30d  556.22  572.91  152.44  168.71          ITM          3.00%       10.68%
6469  405       20d  556.22  572.91  152.03  168.31          ITM          3.00%       10.71%
6470  460       50d  556.22  567.34   98.63  109.22          ITM          2.00%       10.74%
6471  410      100d  556.22  572.91  150.34  166.58          ITM          3.00%       10.80%
6472  465       80d  556.22  567.34   95.50  105.83          ITM          2.00%       10.82%
6473  460       40d  556.22  567.34   98.12  108.75          ITM          2.00%       10.83%
6474  410       90d  556.22  572.91  149.92  166.17          ITM          3.00%       10.84%
6475  410       80d  556.22  572.91  149.50  165.76          ITM          3.00%       10.87%
6476  460       30d  556.22  567.34   97.63  108.28          ITM          2.00%       10.91%
6477  410       70d  556.22  572.91  149.09  165.36          ITM          3.00%       10.91%
6478  470      100d  556.22  567.34   92.13  102.19          ITM          2.00%       10.92%
6479  410       60d  556.22  572.91  148.68  164.95          ITM          3.00%       10.94%
6480  575       20d  556.22  567.34    4.30    4.77          OTM          2.00%       10.96%
6481  460       20d  556.22  567.34   97.16  107.81          ITM          2.00%       10.97%
6482  410       50d  556.22  572.91  148.27  164.54          ITM          3.00%       10.97%
6483  465       70d  556.22  567.34   94.87  105.28          ITM          2.00%       10.98%
6484  410       40d  556.22  572.91  147.86  164.13          ITM          3.00%       11.00%
6485  520       20d  556.22  561.78   38.18   42.39          ITM          1.00%       11.02%
6486  650       60d  556.22  567.34    0.75    0.83          OTM          2.00%       11.03%
6487  410       30d  556.22  572.91  147.45  163.73          ITM          3.00%       11.04%
6488  410       20d  556.22  572.91  147.04  163.32          ITM          3.00%       11.07%
6489  630       50d  556.22  567.34    1.15    1.28          OTM          2.00%       11.09%
6490  470       90d  556.22  567.34   91.41  101.56          ITM          2.00%       11.10%
6491  465       60d  556.22  567.34   94.27  104.76          ITM          2.00%       11.13%
6492  415      100d  556.22  572.91  145.41  161.63          ITM          3.00%       11.16%
6493  670       70d  556.22  567.34    0.50    0.56          OTM          2.00%       11.18%
6494  415       90d  556.22  572.91  144.98  161.22          ITM          3.00%       11.20%
6495  415       80d  556.22  572.91  144.56  160.80          ITM          3.00%       11.24%
6496  530       20d  556.22  561.78   29.34   32.65          ITM          1.00%       11.26%
6497  465       50d  556.22  567.34   93.69  104.25          ITM          2.00%       11.27%
6498  415       70d  556.22  572.91  144.14  160.39          ITM          3.00%       11.28%
6499  470       80d  556.22  567.34   90.71  100.95          ITM          2.00%       11.28%
6500  415       60d  556.22  572.91  143.72  159.98          ITM          3.00%       11.31%
6501  525       20d  556.22  561.78   33.67   37.48          ITM          1.00%       11.32%
6502  475      100d  556.22  567.34   87.49   97.41          ITM          2.00%       11.34%
6503  415       50d  556.22  572.91  143.30  159.57          ITM          3.00%       11.35%
6504  415       40d  556.22  572.91  142.89  159.15          ITM          3.00%       11.38%
6505  465       40d  556.22  567.34   93.16  103.77          ITM          2.00%       11.39%
6506  415       30d  556.22  572.91  142.47  158.74          ITM          3.00%       11.42%
6507  415       20d  556.22  572.91  142.05  158.32          ITM          3.00%       11.45%
6508  470       70d  556.22  567.34   90.03  100.36          ITM          2.00%       11.47%
6509  465       30d  556.22  567.34   92.65  103.29          ITM          2.00%       11.48%
6510  420      100d  556.22  572.91  140.48  156.69          ITM          3.00%       11.54%
6511  475       90d  556.22  567.34   86.72   96.74          ITM          2.00%       11.55%
6512  465       20d  556.22  567.34   92.17  102.82          ITM          2.00%       11.55%
6513  420       90d  556.22  572.91  140.04  156.27          ITM          3.00%       11.59%
6514  610       40d  556.22  567.34    1.86    2.08          OTM          2.00%       11.61%
6515  420       80d  556.22  572.91  139.61  155.85          ITM          3.00%       11.63%
6516  470       60d  556.22  567.34   89.39   99.81          ITM          2.00%       11.66%
6517  420       70d  556.22  572.91  139.18  155.43          ITM          3.00%       11.67%
6518  420       60d  556.22  572.91  138.75  155.01          ITM          3.00%       11.71%
6519  420       50d  556.22  572.91  138.33  154.59          ITM          3.00%       11.75%
6520  475       80d  556.22  567.34   85.97   96.09          ITM          2.00%       11.77%
6521  480      100d  556.22  567.34   82.91   92.67          ITM          2.00%       11.78%
6522  420       40d  556.22  572.91  137.91  154.17          ITM          3.00%       11.79%
6523  420       30d  556.22  572.91  137.49  153.75          ITM          3.00%       11.83%
6524  470       50d  556.22  567.34   88.78   99.29          ITM          2.00%       11.84%
6525  420       20d  556.22  572.91  137.07  153.33          ITM          3.00%       11.86%
6526  425      100d  556.22  572.91  135.57  151.75          ITM          3.00%       11.94%
6527  425       90d  556.22  572.91  135.11  151.32          ITM          3.00%       11.99%
6528  470       40d  556.22  567.34   88.21   98.79          ITM          2.00%       12.00%
6529  475       70d  556.22  567.34   85.24   95.47          ITM          2.00%       12.00%
6530  480       90d  556.22  567.34   82.09   91.95          ITM          2.00%       12.02%
6531  425       80d  556.22  572.91  134.67  150.89          ITM          3.00%       12.05%
6532  425       70d  556.22  572.91  134.23  150.46          ITM          3.00%       12.10%
6533  470       30d  556.22  567.34   87.68   98.30          ITM          2.00%       12.12%
6534  425       60d  556.22  572.91  133.79  150.04          ITM          3.00%       12.14%
6535  425       50d  556.22  572.91  133.36  149.61          ITM          3.00%       12.19%
6536  470       20d  556.22  567.34   87.18   97.82          ITM          2.00%       12.21%
6537  425       40d  556.22  572.91  132.93  149.19          ITM          3.00%       12.23%
6538  475       60d  556.22  567.34   84.54   94.88          ITM          2.00%       12.23%
6539  485      100d  556.22  567.34   78.40   87.99          ITM          2.00%       12.23%
6540  425       30d  556.22  572.91  132.51  148.76          ITM          3.00%       12.27%
6541  480       80d  556.22  567.34   81.28   91.26          ITM          2.00%       12.28%
6542  425       20d  556.22  572.91  132.08  148.33          ITM          3.00%       12.31%
6543  430      100d  556.22  572.91  130.66  146.81          ITM          3.00%       12.36%
6544  430       90d  556.22  572.91  130.19  146.37          ITM          3.00%       12.43%
6545  475       50d  556.22  567.34   83.88   94.33          ITM          2.00%       12.45%
6546  430       80d  556.22  572.91  129.73  145.93          ITM          3.00%       12.49%
6547  485       90d  556.22  567.34   77.52   87.22          ITM          2.00%       12.51%
6548  480       70d  556.22  567.34   80.49   90.59          ITM          2.00%       12.55%
6549  430       70d  556.22  572.91  129.27  145.50          ITM          3.00%       12.55%
6550  600       20d  556.22  572.91    0.78    0.88          OTM          3.00%       12.56%
6551  665       70d  556.22  567.34    0.62    0.70          OTM          2.00%       12.57%
6552  685       80d  556.22  567.34    0.42    0.48          OTM          2.00%       12.59%
6553  430       60d  556.22  572.91  128.83  145.07          ITM          3.00%       12.60%
6554  430       50d  556.22  572.91  128.39  144.63          ITM          3.00%       12.65%
6555  475       40d  556.22  567.34   83.27   93.81          ITM          2.00%       12.66%
6556  490      100d  556.22  567.34   73.97   83.36          ITM          2.00%       12.69%
6557  430       40d  556.22  572.91  127.96  144.20          ITM          3.00%       12.70%
6558  645       60d  556.22  567.34    0.93    1.05          OTM          2.00%       12.74%
6559  430       30d  556.22  572.91  127.52  143.77          ITM          3.00%       12.74%
6560  430       20d  556.22  572.91  127.09  143.34          ITM          3.00%       12.79%
6561  485       80d  556.22  567.34   76.65   86.47          ITM          2.00%       12.80%
6562  435      100d  556.22  572.91  125.76  141.88          ITM          3.00%       12.82%
6563  475       30d  556.22  567.34   82.71   93.32          ITM          2.00%       12.82%
6564  480       60d  556.22  567.34   79.74   89.96          ITM          2.00%       12.83%
6565  435       90d  556.22  572.91  125.27  141.42          ITM          3.00%       12.89%
6566  475       20d  556.22  567.34   82.20   92.83          ITM          2.00%       12.94%
